,genre_ids,id,name,overview,popularity,first_air_date,vote_average,vote_count,language
17,"[10759, 80, 18]",117023,Sky Rojo,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",57.165,2021-03-19,7.7,369,en
18,"[10751, 35, 16, 10762]",63401,We Bare Bears,"Three brother bears awkwardly attempt to find their place in civilized  society, whether they're looking for food, trying to make human friends,  or scheming to become famous on the internet. Grizzly, Panda and Ice  Bear stack atop one another when they leave their cave and explore the  hipster environs of the San Francisco Bay Area, and it's clear the  siblings have a lot to learn about a technologically driven world. By  their side on many adventures are best friend Chloe (the only human  character in the cast), fame-obsessed panda Nom Nom, and Charlie, aka  Bigfoot.",105.681,2015-08-24,7.7,1609,en
19,"[99, 80]",21421,The Staircase,"Academy Award-winning documentary filmmaker, Jean-Xavier de Lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. In 2001, author Michael Peterson was arraigned for the murder of his wife Kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. Granted unusual access to Peterson's lawyers, home and immediate family, de Lestrade's cameras capture the defense team as it considers its strategic options. The series is an engrossing look at contemporary American justice that features more twists than a legal bestseller.",7.787,2004-10-07,7.7,101,en
0,"[18, 80]",49010,The Fall,"When the Police Service of Northern Ireland are unable to close a case after 28 days, Detective Superintendent Stella Gibson of the Metropolitan Police Service is called in to review the case. Under her new leadership, the local detectives must track down and stop a serial killer who is terrorising the city of Belfast.",25.26,2013-05-12,7.7,587,es
1,"[10766, 18, 10759]",33987,Corazon Valiente,"Angela and Samantha were best friends when they were little, but a trap of fate separated them for many years. An unmissable story of loyalty, friendship, courage and love.",119.849,2012-03-06,7.7,271,en
2,"[10759, 18, 9648]",120452,Dan Brown's The Lost Symbol,"The early adventures of young Harvard symbologist Robert Langdon, who must solve a series of deadly puzzles to save his kidnapped mentor and thwart a chilling global conspiracy.",213.687,2021-09-16,7.7,186,en
3,[18],87049,Firefly Lane,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",14.442,2021-02-03,7.7,100,en
4,[],7072,Las Tontas No Van al Cielo,"Las tontas no van al cielo is an original Mexican telenovela that began airing on Mexico's Canal de las Estrellas, beginning 11 February 2008. The novela is a production of Rosy Ocampo and starring Jacqueline Bracamontes, Jaime Camil, and Valentino Lanús.",5.391,2008-02-11,7.7,298,en
5,"[35, 18]",1424,Orange Is the New Black,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",80.802,2013-07-11,7.7,1837,en
6,[99],27240,Seven Deadly Sins,"The series traces the history of the seven deadly sins, how they became part of religious doctrine, and looks at historical figures who have been the worst perpetrators of each. Each of the seven sins is explored, from their origins and nature, their opposing virtue, and their corresponding punishment.",43.139,2008-12-29,7.7,2274,en
7,"[18, 35]",102966,100 días para enamorarnos,"Two couples who struggle to be near each other decide to give another chance for each other, 100 days for them to fall back in love.",79.509,2020-04-28,7.7,978,es
8,"[18, 9648]",95249,Gossip Girl,"Eight years after the original website went dark, a new generation of New York private school teens are introduced to the social surveillance of Gossip Girl.",22.285,2021-07-08,7.7,199,en
9,"[18, 10765]",84647,The Society,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",31.492,2019-05-10,7.7,367,en
10,"[18, 35]",73925,Kidding,"Jeff, aka Mr. Pickles, is an icon of children's TV. But when his family begins to implode, Jeff finds no fairy tale or fable or puppet will guide him through this crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",34.692,2018-09-09,7.7,201,es
11,"[10765, 10759, 18]",69629,The Gifted,"A suburban couple's ordinary lives are rocked by the sudden discovery that their children possess mutant powers. Forced to go on the run from a hostile government, the family joins up with an underground network of mutants and must fight to survive.",74.887,2017-10-02,7.7,1210,en
12,"[18, 80, 10766]",63764,Senora Acero,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.",141.464,2014-09-23,7.7,384,en
13,[18],65555,Endless Love,"Two separate worlds lie on two sides of the road in a seaside town. Both too close and way too far from each other. What happens when two young people from these worlds fall in love?  Kemal is one of the three children of a moderate family that lives in one of the inner neighborhoods of the town. His hand to mouth world has pinned all hopes on him. The motive of this world is not high aims, it’s to make a living and survive. It’s Kemal’s last year in mine engineering. His dreams are restricted with the truth and he doesn’t believe in miracles. Especially in miracles like love.  Kemal is soon tested with his disbelief and Nihan hops into his monotonous life. After that day Kemal’s world turns upside down and he loses control.",193.549,2015-10-14,7.7,566,en
14,"[10762, 10759, 16, 35]",34391,Marvel's Ultimate Spider-Man,"While being trained by S.H.I.E.L.D., Spider-Man battles evil with a new team of teen colleagues.",95.512,2012-04-01,7.7,846,tr
15,"[10765, 18]",85723,Raised by Wolves,"After Earth is ravaged by a great religious war, an atheistic android architect sends two of his creations, Mother and Father, to start a peaceful, godless colony on the planet Kepler-22b. Their treacherous task is jeopardized by the arrival of the Mithraic, a deeply devout religious order of surviving humans.",167.01,2020-09-03,7.7,1026,es
16,"[18, 10759, 10768]",16997,The Pacific,"Track the intertwined real-life stories of three U.S. Marines – Robert Leckie, John Basilone, and Eugene Sledge – across the vast canvas of the Pacific Theater during World War II. A companion piece to the 2001 miniseries Band of Brothers.",56.407,2010-03-14,7.7,1819,en
17,"[16, 10759, 18, 10765]",72304,Fate/Apocrypha,The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,33.229,2017-07-02,7.7,101,ja
18,"[18, 10766]",32604,Dangerous Affairs,"Relaciones Peligrosas, originally known as Fisico o Quimica, is a Spanish-language telenovela produced by United States-based television network Telemundo Studios, Miami. It is an adaptation of the Spanish television series Física o Química.

It has Sandra Echeverría, Gabriel Coronel, Maritza Bustamante, Gonzalo García Vivanco, Jonathan Freudman, Mercedes Molto, Carlos Ferro, Daniela Navarro, Renato Rossini, Kevin Aponte and Ana Layevska in the leading roles of the plot.",11.379,2012-01-24,7.7,118,en
19,[18],32218,Soy tu dueña,"Soy Tu Dueña is a Mexican telenovela produced by Nicandro Díaz González for Televisa. It starred Lucero, Gabriela Spanic, Fernando Colunga, David Zepeda, Sergio Goyri and Jacqueline Andere.",18.857,2010-06-15,7.7,493,es
0,"[10751, 16]",3022,Rugrats,"Focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",62.276,1991-08-11,7.7,507,en
1,[35],1678,The Golden Girls,"Four Southern Florida seniors share a house, their dreams, and a whole lot of cheesecake. Bright, promiscuous, clueless and hilarious, these lovely, mismatched ladies form the perfect circle of friends.",34.965,1985-09-14,7.7,224,en
2,[],77567,Mi Marido Tiene Familia,"Julieta is quite happy in her relationship with her live in boyfriend, Robert... and thrilled that she won't have to deal with in-laws since Robert doesn't know his family. Things start going downhill for the couple when they rent an apartment from a very eccentric family dealing with a traumatic incident from their past.",25.371,2017-06-05,7.7,211,en
3,[35],1421,Modern Family,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",182.434,2009-09-23,7.7,1710,en
4,"[16, 10765, 18, 9648]",86340,Undone,"After getting into a near fatal car accident, Alma discovers she has a new relationship with time and uses this ability to find out the truth about her father’s death.",21.016,2019-09-12,7.7,129,es
5,"[10762, 9648, 10765]",69581,The Worst Witch,"Mayhem and mishaps follow young witch Mildred Hubble wherever she goes. She just can't help it! But with her friends' help, Mildred always manages to avoid disaster just in time.",50.1,2017-01-11,7.7,122,en
